Post ID,Schedule Priority,Days Applied,From Time,To Time,Rate Type,Rate
131-17970,1,,,,Base Rate,2
131-17980,1,,,,Base Rate,2
131-17990,1,,,,Base Rate,2
131-18010,1,,,,Base Rate,2
131-18020,1,,,,Base Rate,2
131-18030,1,,,,Base Rate,2
131-18040,1,,,,Base Rate,2
131-18050,1,,,,Base Rate,2
131-18060,1,,,,Base Rate,2
132-17920,1,,,,Base Rate,2
132-17940,1,,,,Base Rate,2
132-17950,1,,,,Base Rate,2
132-17960,1,,,,Base Rate,2
132-17970,1,,,,Base Rate,2
132-17980,1,,,,Base Rate,2
132-17990,1,,,,Base Rate,2
132-18010,1,,,,Base Rate,2
132-18020,1,,,,Base Rate,2
132-18030,1,,,,Base Rate,2
132-18040,1,,,,Base Rate,2
132-18050,1,,,,Base Rate,2
132-18060,1,,,,Base Rate,2
133-17940,1,,,,Base Rate,2
133-17960,1,,,,Base Rate,2
133-17980,1,,,,Base Rate,2
133-18020,1,,,,Base Rate,2
133-18040,1,,,,Base Rate,2
133-18060,1,,,,Base Rate,2
133-18080,1,,,,Base Rate,2
133-18100,1,,,,Base Rate,2
133-18120,1,,,,Base Rate,2
133-18140,1,,,,Base Rate,2
136-06630,1,,,,Base Rate,2
136-06650,1,,,,Base Rate,2
136-06670,1,,,,Base Rate,2
137-06630,1,,,,Base Rate,2
137-06640,1,,,,Base Rate,2
137-06660,1,,,,Base Rate,2
137-06670,1,,,,Base Rate,2
137-06690,1,,,,Base Rate,2
137-07010,1,,,,Base Rate,2
137-07020,1,,,,Base Rate,2
137-07030,1,,,,Base Rate,2
137-07040,1,,,,Base Rate,2
137-07050,1,,,,Base Rate,2
137-07070,1,,,,Base Rate,2
137-07080,1,,,,Base Rate,2
137-07100,1,,,,Base Rate,2
138-06540,1,,,,Base Rate,2
138-06560,1,,,,Base Rate,2
138-06580,1,,,,Base Rate,2
138-06610,1,,,,Base Rate,2
138-06620,1,,,,Base Rate,2
138-06640,1,,,,Base Rate,2
138-06660,1,,,,Base Rate,2
138-06680,1,,,,Base Rate,2
138-06690,1,,,,Base Rate,2
138-07010,1,,,,Base Rate,2
138-07020,1,,,,Base Rate,2
138-07030,1,,,,Base Rate,2
138-07040,1,,,,Base Rate,2
138-07050,1,,,,Base Rate,2
138-07070,1,,,,Base Rate,2
201-00010,1,,,,Base Rate,3.5
201-00030,1,,,,Base Rate,3.5
201-00040,1,,,,Base Rate,3.5
201-00050,1,,,,Base Rate,3.5
201-00060,1,,,,Base Rate,3.5
201-00070,1,,,,Base Rate,3.5
201-00080,1,,,,Base Rate,3.5
201-00090,1,,,,Base Rate,3.5
201-00100,1,,,,Base Rate,3.5
201-00110,1,,,,Base Rate,3.5
201-00120,1,,,,Base Rate,3.5
201-00130,1,,,,Base Rate,3.5
201-00140,1,,,,Base Rate,3.5
201-00150,1,,,,Base Rate,3.5
201-00170,1,,,,Base Rate,3.5
201-00190,1,,,,Base Rate,3.5
201-00200,1,,,,Base Rate,3.5
201-00220,1,,,,Base Rate,3.5
201-00240,1,,,,Base Rate,3.5
201-00260,1,,,,Base Rate,3.5
201-00280,1,,,,Base Rate,3.5
201-00300,1,,,,Base Rate,3.5
201-00310,1,,,,Base Rate,3.5
201-00330,1,,,,Base Rate,3.5
201-00350,1,,,,Base Rate,3.5
201-00370,1,,,,Base Rate,3.5
201-00390,1,,,,Base Rate,3.5
201-00400,1,,,,Base Rate,3.5
201-00410,1,,,,Base Rate,3.5
201-00420,1,,,,Base Rate,3.5
201-00430,1,,,,Base Rate,3.5
201-00440,1,,,,Base Rate,3.5
201-00450,1,,,,Base Rate,3.5
201-00460,1,,,,Base Rate,3.5
201-00470,1,,,,Base Rate,3.5
201-00480,1,,,,Base Rate,3.5
201-00490,1,,,,Base Rate,3.5
201-00510,1,,,,Base Rate,3.5
201-00530,1,,,,Base Rate,3.5
201-01260,1,,,,Base Rate,3.5
201-01300,1,,,,Base Rate,3.5
201-01340,1,,,,Base Rate,3.5
201-01380,1,,,,Base Rate,3.5
201-01400,1,,,,Base Rate,3.5
201-01420,1,,,,Base Rate,3.5
201-01440,1,,,,Base Rate,3.5
201-01770,1,,,,Base Rate,3.5
201-01790,1,,,,Base Rate,3.5
201-01810,1,,,,Base Rate,3.5
201-01830,1,,,,Base Rate,3.5
201-01850,1,,,,Base Rate,3.5
201-01870,1,,,,Base Rate,3.5
201-01890,1,,,,Base Rate,3.5
201-02010,1,,,,Base Rate,0.25
201-02010,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-02010,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,3.25
201-02010,4,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2.75
201-02030,1,,,,Base Rate,0.25
201-02030,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-02030,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,3.25
201-02030,4,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2.75
201-02050,1,,,,Base Rate,0.25
201-02050,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-02050,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,3.25
201-02050,4,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2.75
201-02070,1,,,,Base Rate,0.25
201-02070,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-02070,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,3.25
201-02070,4,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2.75
201-02080,1,,,,Base Rate,0.25
201-02080,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-02080,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,3.25
201-02080,4,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2.75
201-02090,1,,,,Base Rate,0.25
201-02090,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-02090,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,3.25
201-02090,4,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2.75
201-02100,1,,,,Base Rate,0.25
201-02100,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-02100,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,3.25
201-02100,4,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2.75
201-02110,1,,,,Base Rate,0.25
201-02110,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-02110,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,3.25
201-02110,4,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2.75
201-02120,1,,,,Base Rate,0.25
201-02120,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-02120,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,3.25
201-02120,4,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2.75
201-02130,1,,,,Base Rate,0.25
201-02130,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-02130,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,3.25
201-02130,4,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2.75
201-02140,1,,,,Base Rate,0.25
201-02140,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-02140,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,3.25
201-02140,4,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2.75
201-02150,1,,,,Base Rate,0.25
201-02150,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-02150,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,3.25
201-02150,4,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2.75
201-02160,1,,,,Base Rate,0.25
201-02160,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-02160,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,3.25
201-02160,4,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2.75
201-02170,1,,,,Base Rate,0.25
201-02170,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-02170,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,3.25
201-02170,4,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2.75
201-02190,1,,,,Base Rate,0.25
201-02190,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-02190,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,3.25
201-02190,4,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2.75
201-02210,1,,,,Base Rate,0.25
201-02210,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-02210,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,3.25
201-02210,4,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2.75
201-02230,1,,,,Base Rate,0.25
201-02230,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-02230,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,3.25
201-02230,4,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2.75
201-02260,1,,,,Base Rate,0.25
201-02260,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-02260,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,3.25
201-02260,4,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2.75
201-02280,1,,,,Base Rate,0.25
201-02280,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-02280,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,3.25
201-02280,4,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2.75
201-02320,1,,,,Base Rate,0.25
201-02320,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-02320,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,3.25
201-02320,4,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2.75
201-02330,1,,,,Base Rate,0.25
201-02330,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-02330,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,3.25
201-02330,4,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2.75
201-02340,1,,,,Base Rate,0.25
201-02340,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-02340,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,3.25
201-02340,4,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2.75
201-02350,1,,,,Base Rate,0.25
201-02350,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-02350,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,3.25
201-02350,4,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2.75
201-02370,1,,,,Base Rate,0.25
201-02370,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-02370,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,3.25
201-02370,4,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2.75
201-02380,1,,,,Base Rate,0.25
201-02380,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-02380,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,3.25
201-02380,4,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2.75
201-02390,1,,,,Base Rate,0.25
201-02390,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-02390,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,3.25
201-02390,4,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2.75
201-02400,1,,,,Base Rate,0.25
201-02400,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-02400,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,3.25
201-02400,4,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2.75
201-02410,1,,,,Base Rate,0.25
201-02410,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-02410,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,3.25
201-02410,4,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2.75
201-02420,1,,,,Base Rate,0.25
201-02420,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-02420,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,3.25
201-02420,4,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2.75
201-02490,1,,,,Base Rate,0.25
201-02490,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-02490,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,3.25
201-02490,4,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2.75
201-02500,1,,,,Base Rate,0.25
201-02500,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-02500,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,3.25
201-02500,4,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2.75
201-02510,1,,,,Base Rate,0.25
201-02510,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-02510,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,3.25
201-02510,4,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2.75
201-02520,1,,,,Base Rate,0.25
201-02520,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-02520,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,3.25
201-02520,4,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2.75
201-02530,1,,,,Base Rate,0.25
201-02530,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-02530,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,3.25
201-02530,4,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2.75
201-02540,1,,,,Base Rate,0.25
201-02540,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-02540,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,3.25
201-02540,4,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2.75
201-02550,1,,,,Base Rate,0.25
201-02550,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-02550,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,3.25
201-02550,4,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2.75
201-02560,1,,,,Base Rate,0.25
201-02560,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-02560,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,3.25
201-02560,4,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2.75
201-02570,1,,,,Base Rate,0.25
201-02570,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-02570,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,3.25
201-02570,4,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2.75
201-02580,1,,,,Base Rate,0.25
201-02580,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-02580,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,3.25
201-02580,4,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2.75
201-02590,1,,,,Base Rate,0.25
201-02590,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-02590,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,3.25
201-02590,4,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2.75
201-02630,1,,,,Base Rate,0.25
201-02630,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-02630,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,3.25
201-02630,4,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2.75
201-03020,1,,,,Base Rate,1.5
201-03020,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-03020,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,2
201-03020,4,"Mo,Tu,We,Th,Fr",9:00 AM,12:00 PM,Override to Base Rate,4
201-03020,5,Sa,12:00 PM,3:00 PM,Override to Base Rate,1.75
201-03020,6,Sa,3:00 PM,6:00 PM,Override to Base Rate,3.25
201-03020,7,Su,12:00 PM,3:00 PM,Override to Base Rate,1.75
201-03020,8,Su,3:00 PM,6:00 PM,Override to Base Rate,3.25
201-03040,1,,,,Base Rate,1.5
201-03040,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-03040,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,2
201-03040,4,"Mo,Tu,We,Th,Fr",9:00 AM,12:00 PM,Override to Base Rate,4
201-03040,5,Sa,12:00 PM,3:00 PM,Override to Base Rate,1.75
201-03040,6,Sa,3:00 PM,6:00 PM,Override to Base Rate,3.25
201-03040,7,Su,12:00 PM,3:00 PM,Override to Base Rate,1.75
201-03040,8,Su,3:00 PM,6:00 PM,Override to Base Rate,3.25
201-03050,1,,,,Base Rate,1.5
201-03050,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-03050,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,2
201-03050,4,"Mo,Tu,We,Th,Fr",9:00 AM,12:00 PM,Override to Base Rate,4
201-03050,5,Sa,12:00 PM,3:00 PM,Override to Base Rate,1.75
201-03050,6,Sa,3:00 PM,6:00 PM,Override to Base Rate,3.25
201-03050,7,Su,12:00 PM,3:00 PM,Override to Base Rate,1.75
201-03050,8,Su,3:00 PM,6:00 PM,Override to Base Rate,3.25
201-03060,1,,,,Base Rate,1.5
201-03060,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-03060,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,2
201-03060,4,"Mo,Tu,We,Th,Fr",9:00 AM,12:00 PM,Override to Base Rate,4
201-03060,5,Sa,12:00 PM,3:00 PM,Override to Base Rate,1.75
201-03060,6,Sa,3:00 PM,6:00 PM,Override to Base Rate,3.25
201-03060,7,Su,12:00 PM,3:00 PM,Override to Base Rate,1.75
201-03060,8,Su,3:00 PM,6:00 PM,Override to Base Rate,3.25
201-03070,1,,,,Base Rate,1.5
201-03070,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-03070,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,2
201-03070,4,"Mo,Tu,We,Th,Fr",9:00 AM,12:00 PM,Override to Base Rate,4
201-03070,5,Sa,12:00 PM,3:00 PM,Override to Base Rate,1.75
201-03070,6,Sa,3:00 PM,6:00 PM,Override to Base Rate,3.25
201-03070,7,Su,12:00 PM,3:00 PM,Override to Base Rate,1.75
201-03070,8,Su,3:00 PM,6:00 PM,Override to Base Rate,3.25
201-03080,1,,,,Base Rate,1.5
201-03080,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-03080,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,2
201-03080,4,"Mo,Tu,We,Th,Fr",9:00 AM,12:00 PM,Override to Base Rate,4
201-03080,5,Sa,12:00 PM,3:00 PM,Override to Base Rate,1.75
201-03080,6,Sa,3:00 PM,6:00 PM,Override to Base Rate,3.25
201-03080,7,Su,12:00 PM,3:00 PM,Override to Base Rate,1.75
201-03080,8,Su,3:00 PM,6:00 PM,Override to Base Rate,3.25
201-03090,1,,,,Base Rate,1.5
201-03090,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-03090,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,2
201-03090,4,"Mo,Tu,We,Th,Fr",9:00 AM,12:00 PM,Override to Base Rate,4
201-03090,5,Sa,12:00 PM,3:00 PM,Override to Base Rate,1.75
201-03090,6,Sa,3:00 PM,6:00 PM,Override to Base Rate,3.25
201-03090,7,Su,12:00 PM,3:00 PM,Override to Base Rate,1.75
201-03090,8,Su,3:00 PM,6:00 PM,Override to Base Rate,3.25
201-03100,1,,,,Base Rate,1.5
201-03100,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-03100,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,2
201-03100,4,"Mo,Tu,We,Th,Fr",9:00 AM,12:00 PM,Override to Base Rate,4
201-03100,5,Sa,12:00 PM,3:00 PM,Override to Base Rate,1.75
201-03100,6,Sa,3:00 PM,6:00 PM,Override to Base Rate,3.25
201-03100,7,Su,12:00 PM,3:00 PM,Override to Base Rate,1.75
201-03100,8,Su,3:00 PM,6:00 PM,Override to Base Rate,3.25
201-03110,1,,,,Base Rate,1.5
201-03110,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-03110,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,2
201-03110,4,"Mo,Tu,We,Th,Fr",9:00 AM,12:00 PM,Override to Base Rate,4
201-03110,5,Sa,12:00 PM,3:00 PM,Override to Base Rate,1.75
201-03110,6,Sa,3:00 PM,6:00 PM,Override to Base Rate,3.25
201-03110,7,Su,12:00 PM,3:00 PM,Override to Base Rate,1.75
201-03110,8,Su,3:00 PM,6:00 PM,Override to Base Rate,3.25
201-03120,1,,,,Base Rate,1.5
201-03120,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-03120,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,2
201-03120,4,"Mo,Tu,We,Th,Fr",9:00 AM,12:00 PM,Override to Base Rate,4
201-03120,5,Sa,12:00 PM,3:00 PM,Override to Base Rate,1.75
201-03120,6,Sa,3:00 PM,6:00 PM,Override to Base Rate,3.25
201-03120,7,Su,12:00 PM,3:00 PM,Override to Base Rate,1.75
201-03120,8,Su,3:00 PM,6:00 PM,Override to Base Rate,3.25
201-03130,1,,,,Base Rate,1.5
201-03130,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-03130,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,2
201-03130,4,"Mo,Tu,We,Th,Fr",9:00 AM,12:00 PM,Override to Base Rate,4
201-03130,5,Sa,12:00 PM,3:00 PM,Override to Base Rate,1.75
201-03130,6,Sa,3:00 PM,6:00 PM,Override to Base Rate,3.25
201-03130,7,Su,12:00 PM,3:00 PM,Override to Base Rate,1.75
201-03130,8,Su,3:00 PM,6:00 PM,Override to Base Rate,3.25
201-03140,1,,,,Base Rate,1.5
201-03140,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-03140,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,2
201-03140,4,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,4
201-03140,5,Sa,12:00 PM,3:00 PM,Override to Base Rate,1.75
201-03140,6,Sa,3:00 PM,6:00 PM,Override to Base Rate,3.25
201-03140,7,Su,12:00 PM,3:00 PM,Override to Base Rate,1.75
201-03140,8,Su,3:00 PM,6:00 PM,Override to Base Rate,3.25
201-03220,1,,,,Base Rate,1.5
201-03220,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-03220,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,2
201-03220,4,"Mo,Tu,We,Th,Fr",9:00 AM,12:00 PM,Override to Base Rate,4
201-03220,5,Sa,12:00 PM,3:00 PM,Override to Base Rate,1.75
201-03220,6,Sa,3:00 PM,6:00 PM,Override to Base Rate,3.25
201-03220,7,Su,12:00 PM,3:00 PM,Override to Base Rate,1.75
201-03220,8,Su,3:00 PM,6:00 PM,Override to Base Rate,3.25
201-03240,1,,,,Base Rate,1.5
201-03240,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.5
201-03240,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,2
201-03240,4,"Mo,Tu,We,Th,Fr",9:00 AM,12:00 PM,Override to Base Rate,4
201-03240,5,Sa,12:00 PM,3:00 PM,Override to Base Rate,1.75
201-03240,6,Sa,3:00 PM,6:00 PM,Override to Base Rate,3.25
201-03240,7,Su,12:00 PM,3:00 PM,Override to Base Rate,1.75
201-03240,8,Su,3:00 PM,6:00 PM,Override to Base Rate,3.25
201-03250,1,,,,Base Rate,1.5
